Kód ADM;Kód obce;Název obce;Kód MOMC;Název MOMC;Kód obvodu Prahy;Název obvodu Prahy;Kód èásti obce;Název èásti obce;Kód ulice;Název ulice;Typ SO;Èíslo domovní;Èíslo orientaèní;Znak èísla orientaèního;PSÈ;Souøadnice Y;Souøadnice X;Platí Od
21692769;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;471216.0;Široká;è.p.;1;2.0;;11000;743127.36;1042783.03;2017-06-23T00:00:00
21692777;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;477303.0;Valentinská;è.p.;1;13.0;;11000;743115.17;1042817.66;2017-06-23T00:00:00
21692785;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;468711.0;17. listopadu;è.p.;2;2.0;;11000;743122.5;1042693.2;2017-06-23T00:00:00
21692807;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;443620.0;Bílkova;è.p.;6;8.0;;11000;742837.73;1042619.65;2017-06-23T00:00:00
21692815;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;446190.0;Dušní;è.p.;6;15.0;;11000;742827.74;1042629.64;2017-06-23T00:00:00
21692858;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;475009.0;U Svatého ducha;è.p.;9;3.0;;11000;742834.28;1042694.95;2017-06-23T00:00:00
21692866;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;453293.0;Elišky Krásnohorské;è.p.;10;2.0;;11000;742858.86;1042688.42;2017-06-23T00:00:00
21692921;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;455369.0;Maiselova;è.p.;14;1.0;;11000;742975.95;1042908.54;2017-06-23T00:00:00
21692955;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;480177.0;atecká;è.p.;16;8.0;;11000;743039.95;1042880.55;2017-06-23T00:00:00
21693137;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;474924.0;U starého høbitova;è.p.;39;1.0;;11000;742990.08;1042712.39;2017-06-23T00:00:00
21693145;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;444197.0;Bøehová;è.p.;40;1.0;;11000;743009.62;1042639.52;2017-06-23T00:00:00
21693331;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;449296.0;Jáchymova;è.p.;62;1.0;;11000;742962.66;1042873.07;2017-06-23T00:00:00
21693404;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;463671.0;Paøíská;è.p.;66;13.0;;11000;742920.96;1042800.76;2017-06-23T00:00:00
21693501;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;445088.0;Èervená;è.p.;98;6.0;;11000;742947.0;1042716.54;2017-06-23T00:00:00
21693722;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;474894.0;U staré školy;è.p.;141;1.0;;11000;742775.88;1042694.18;2017-06-23T00:00:00
21693731;554782;Praha;500054;Praha 1;19;Praha 1;127001;Josefov;477753.0;Vìzeòská;è.p.;141;1.0;;11000;742785.1;1042708.02;2017-06-23T00:00:00
21693919;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;455610.0;Malostranské námìstí;è.p.;1;16.0;;11800;744107.66;1042702.66;2017-06-30T00:00:00
21693935;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;469602.0;Snìmovní;è.p.;1;1.0;;11800;744048.23;1042690.84;2017-06-30T00:00:00
21693943;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;472115.0;Thunovská;è.p.;1;7.0;;11800;744083.72;1042656.44;2017-06-30T00:00:00
21694052;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;472221.0;Tomášská;è.p.;8;3.0;;11800;743956.88;1042693.04;2017-06-30T00:00:00
21694141;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;477290.0;Valdštejnské námìstí;è.p.;16;1.0;;11800;743933.77;1042585.18;2017-06-30T00:00:00
21694273;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;454311.0;Letenská;è.p.;27;24.0;;11800;743945.81;1042727.94;2017-06-30T00:00:00
21694290;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;450511.0;Josefská;è.p.;28;8.0;;11800;743928.81;1042705.92;2017-06-30T00:00:00
21694435;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;456659.0;Mostecká;è.p.;38;28.0;;11800;743972.85;1042831.21;2017-06-30T00:00:00
21694494;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;473812.0;U luického semináøe;è.p.;43;17.0;;11800;743620.85;1042757.14;2021-08-02T00:00:00
21694605;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;454150.0;Lázeòská;è.p.;55;8.0;;11800;743887.21;1042902.44;2017-06-30T00:00:00
21694621;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;468576.0;Saská;è.p.;55;4.0;;11800;743870.42;1042917.87;2017-06-30T00:00:00
21694656;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;445967.0;Draického námìstí;è.p.;58;2.0;;11800;743841.93;1042877.68;2017-06-30T00:00:00
21694745;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;456403.0;Míšeòská;è.p.;65;14.0;;11800;743803.61;1042861.06;2017-06-30T00:00:00
21694753;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;505684.0;Draického;è.p.;66;2.0;;11800;743785.29;1042851.05;2017-06-30T00:00:00
21695105;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;444596.0;Cihelná;è.p.;102;2.0;;11800;743609.44;1042840.22;2017-06-30T00:00:00
21695237;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;470198.0;Staré zámecké schody;è.p.;113;3.0;a;11800;743704.42;1042372.2;2017-06-30T00:00:00
21695351;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;452858.0;Kosárkovo nábøeí;è.p.;127;1.0;;11800;743445.64;1042587.53;2017-06-30T00:00:00
21695369;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;475661.0;U elezné lávky;è.p.;127;4.0;;11800;743457.4;1042581.04;2017-06-30T00:00:00
21695377;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;507393.0;nábøeí Edvarda Beneše;è.p.;128;4.0;;11800;743440.02;1042414.13;2017-06-14T00:00:00
21695423;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;452033.0;Klárov;è.p.;131;3.0;;11800;743558.08;1042432.13;2017-06-30T00:00:00
21695458;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;472921.0;U Bruskıch kasáren;è.p.;132;3.0;;11800;743509.28;1042374.39;2021-12-15T00:00:00
21695466;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;474801.0;U Sovovıch mlınù;è.p.;134;1.0;;11800;743817.72;1043384.98;2017-06-30T00:00:00
21695474;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;464473.0;Pod Bruskou;è.p.;135;4.0;;11800;743579.13;1042301.73;2017-06-30T00:00:00
21695512;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;449041.0;Chotkova;è.p.;144;2.0;;11800;743598.58;1042290.51;2017-06-30T00:00:00
21695571;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;477281.0;Valdštejnská;è.p.;150;4.0;;11800;743625.52;1042454.75;2017-06-30T00:00:00
21695709;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;475637.0;U Zlaté studnì;è.p.;162;5.0;;11800;743954.64;1042501.45;2017-06-30T00:00:00
21695962;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;479551.0;Zámecká;è.p.;182;6.0;;11800;744143.98;1042655.89;2017-06-30T00:00:00
21696004;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;479586.0;Zámecké schody;è.p.;186;2.0;;11800;744211.94;1042628.93;2017-06-30T00:00:00
21696501;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;449474.0;Jánská;è.p.;231;16.0;;11800;744525.5;1042694.14;2017-06-30T00:00:00
21696659;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;449482.0;Jánskı vršek;è.p.;240;15.0;;11800;744421.66;1042702.51;2017-06-30T00:00:00
21696675;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;471437.0;Šporkova;è.p.;240;2.0;;11800;744431.99;1042718.51;2017-06-30T00:00:00
21696896;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;472425.0;Trištì;è.p.;259;18.0;;11800;744182.22;1042826.48;2017-06-30T00:00:00
21697043;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;451541.0;Karmelitská;è.p.;267;33.0;;11800;744057.98;1042838.17;2017-06-30T00:00:00
21697302;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;455628.0;Maltézské námìstí;è.p.;291;11.0;;11800;743950.64;1042970.27;2017-06-14T00:00:00
21697337;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;466450.0;Prokopská;è.p.;293;2.0;;11800;743993.88;1042950.94;2017-06-30T00:00:00
21697418;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;447668.0;Hellichova;è.p.;300;13.0;;11800;744168.16;1043207.93;2013-12-11T00:00:00
21697451;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;444201.0;Bøetislavova;è.p.;303;2.0;;11800;744272.74;1042804.74;2017-06-30T00:00:00
21697914;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;464031.0;Petøínské sady;è.p.;342;;;11800;744636.78;1043261.44;2017-06-14T00:00:00
21698481;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;447366.0;Harantova;è.p.;386;2.0;;11800;744021.5;1043089.24;2017-06-30T00:00:00
21698562;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;475726.0;Újezd;è.p.;389;45.0;;11800;744059.04;1043138.39;2017-06-30T00:00:00
21698759;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;473693.0;U lanové dráhy;è.p.;408;4.0;;11800;744118.32;1043357.56;2017-06-30T00:00:00
21698848;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;477893.0;Vítìzná;è.p.;420;18.0;;11800;744063.29;1043534.83;2017-06-30T00:00:00
21698881;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;468398.0;Øíèní;è.p.;424;15.0;;11800;744067.69;1043462.19;2017-06-30T00:00:00
21698970;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;478563.0;Všehrdova;è.p.;430;27.0;;11800;744049.55;1043339.42;2017-06-30T00:00:00
21699062;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;443450.0;Besední;è.p.;439;5.0;;11800;743960.99;1043418.64;2017-06-30T00:00:00
21699151;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;471097.0;Šeøíková;è.p.;443;5.0;;11800;743982.23;1043528.3;2017-06-30T00:00:00
21699275;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;457795.0;Na Kampì;è.p.;453;5.0;;11800;743738.89;1043022.54;2017-06-30T00:00:00
21699356;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;485292.0;Nebovidská;è.p.;459;1.0;;11800;743963.27;1043181.0;2017-06-30T00:00:00
21699381;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;463850.0;Pelclova;è.p.;460;3.0;;11800;743942.18;1043155.69;2017-06-30T00:00:00
21699429;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;462560.0;Nosticova;è.p.;462;3.0;;11800;743919.82;1043197.46;2017-06-30T00:00:00
21699712;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;477630.0;Velkopøevorské námìstí;è.p.;484;3.0;;11800;743903.37;1043027.65;2017-06-30T00:00:00
21699780;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;448486.0;Hroznová;è.p.;489;3.0;;11800;743800.64;1043010.14;2017-06-30T00:00:00
21700508;554782;Praha;500054;Praha 1;19;Praha 1;490121;Malá Strana;455601.0;Malostranské nábøeí;è.p.;558;1.0;;11800;743850.49;1043529.18;2017-06-30T00:00:00
21700842;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;450553.0;Jungmannova;è.p.;15;1.0;;11000;742873.75;1043905.8;2017-07-04T00:00:00
21700851;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;454141.0;Lazarská;è.p.;15;7.0;;11000;742915.26;1043922.45;2017-07-04T00:00:00
21700869;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;477974.0;Vladislavova;è.p.;15;2.0;;11000;742937.46;1043901.7;2017-07-04T00:00:00
21700991;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;448834.0;Charvátova;è.p.;33;1.0;;11000;742835.62;1043659.9;2017-07-04T00:00:00
21701059;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;461920.0;Národní;è.p.;36;40.0;;11000;742834.33;1043534.17;2017-07-04T00:00:00
21701156;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;467588.0;Magdalény Rettigové;è.p.;47;4.0;;11000;742988.43;1043845.2;2017-06-14T00:00:00
21701229;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;467243.0;Purkyòova;è.p.;52;6.0;;11000;742930.58;1043711.54;2017-07-04T00:00:00
21701300;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;469921.0;Spálená;è.p.;63;30.0;;11000;743022.16;1043594.26;2017-07-04T00:00:00
21701318;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;452165.0;Klimentská;è.p.;65;29.0;;11000;741668.5;1042582.71;2017-07-04T00:00:00
21701326;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;480525.0;nábøeí Ludvíka Svobody;è.p.;65;14.0;;11000;741664.42;1042486.37;2017-07-04T00:00:00
21701334;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;470201.0;Stárkova;è.p.;65;6.0;;11000;741691.43;1042528.66;2017-07-04T00:00:00
21701342;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;472069.0;Tìšnov;è.p.;65;17.0;;11000;741639.02;1042529.89;2017-07-04T00:00:00
21701679;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;463302.0;Ostrovní;è.p.;102;34.0;;11000;743039.52;1043703.34;2017-07-04T00:00:00
21701849;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;456250.0;Mikulandská;è.p.;118;12.0;;11000;743138.36;1043602.71;2017-07-04T00:00:00
21701954;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;463175.0;Opatovická;è.p.;127;30.0;;11000;743132.72;1043741.0;2017-07-04T00:00:00
21701997;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;478296.0;Voršilská;è.p.;130;8.0;;11000;743222.53;1043707.6;2017-07-04T00:00:00
21702187;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;476277.0;V jircháøích;è.p.;144;7.0;;11000;743248.19;1043764.55;2017-07-04T00:00:00
21702250;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;453650.0;Køemencova;è.p.;149;23.0;;11000;743275.96;1043795.13;2017-07-04T00:00:00
21702381;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;444987.0;Èerná;è.p.;160;18.0;;11000;743153.64;1043859.11;2017-07-04T00:00:00
21702519;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;456853.0;Myslíkova;è.p.;171;31.0;;11000;743104.63;1043996.54;2017-07-04T00:00:00
21702721;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;467162.0;Pštrossova;è.p.;187;2.0;;11000;743299.29;1044034.39;2017-07-04T00:00:00
21702837;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;478229.0;Vojtìšská;è.p.;196;18.0;;11000;743356.81;1043866.84;2017-07-04T00:00:00
21703051;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;471224.0;Šítkova;è.p.;216;3.0;;11000;743406.9;1043910.08;2017-07-04T00:00:00
21703132;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;445576.0;Divadelní;è.p.;223;1.0;;11000;743439.77;1043673.15;2017-07-04T00:00:00
21703141;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;447129.0;Masarykovo nábøeí;è.p.;223;40.0;;11000;743460.18;1043706.23;2017-07-04T00:00:00
21703175;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;459445.0;Na struze;è.p.;224;2.0;;11000;743413.23;1043806.73;2017-07-04T00:00:00
21703191;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;469408.0;Slovanskı ostrov;è.p.;226;;;11000;743531.87;1043837.31;2017-06-14T00:00:00
21703515;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;507091.0;Mezibranská;è.p.;577;19.0;;11000;742351.88;1044042.79;2017-07-04T00:00:00
21703540;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;453226.0;Krakovská;è.p.;580;6.0;;11000;742482.75;1044147.77;2017-07-04T00:00:00
21703591;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;480304.0;itná;è.p.;584;37.0;;11000;742528.21;1044193.9;2017-07-04T00:00:00
21703604;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;477435.0;Ve Smeèkách;è.p.;585;2.0;;11000;742583.16;1044168.57;2017-07-04T00:00:00
21703876;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;471518.0;Štìpánská;è.p.;610;12.0;;11000;742693.62;1044147.16;2017-07-04T00:00:00
21704112;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;476242.0;V jámì;è.p.;633;9.0;;11000;742607.92;1043893.57;2017-07-04T00:00:00
21704244;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;468363.0;Øeznická;è.p.;649;20.0;;11000;742712.83;1044100.3;2017-07-04T00:00:00
21704317;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;471241.0;Školská;è.p.;655;1.0;;11000;742772.13;1044130.24;2017-07-04T00:00:00
21704350;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;466930.0;Pøíèná;è.p.;658;2.0;;11000;742850.64;1044112.64;2017-07-04T00:00:00
21704465;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;461962.0;Navrátilova;è.p.;664;10.0;;11000;742797.68;1044017.55;2017-07-04T00:00:00
21704546;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;451517.0;Karlovo námìstí;è.p.;669;26.0;;11000;742942.46;1044093.75;2017-07-04T00:00:00
21704601;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;478156.0;Vodièkova;è.p.;672;2.0;;11000;742922.72;1044030.41;2017-07-04T00:00:00
21705054;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;463469.0;Palackého;è.p.;715;15.0;;11000;742716.82;1043768.69;2017-07-04T00:00:00
21705453;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;450618.0;Jungmannovo námìstí;è.p.;750;19.0;a;11000;742793.11;1043546.05;2017-06-14T00:00:00
21705542;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;446211.0;28. øíjna;è.p.;761;2.0;;11000;742809.05;1043491.26;2017-07-04T00:00:00
21705739;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;477265.0;Václavské námìstí;è.p.;773;4.0;;11000;742691.8;1043447.15;2017-07-04T00:00:00
21706182;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;478784.0;Washingtonova;è.p.;812;1.0;;11000;742273.78;1043931.12;2017-07-04T00:00:00
21706212;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;463183.0;Opletalova;è.p.;816;2.0;;11000;742355.7;1043824.87;2017-07-04T00:00:00
21706344;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;450073.0;Jindøišská;è.p.;831;2.0;;11000;742490.92;1043587.34;2017-07-04T00:00:00
21706476;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;458996.0;Na pøíkopì;è.p.;846;2.0;;11000;742662.04;1043384.38;2017-07-04T00:00:00
21706565;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;463574.0;Panská;è.p.;854;2.0;;11000;742501.36;1043321.92;2017-07-04T00:00:00
21706603;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;462128.0;Nekázanka;è.p.;857;2.0;;11000;742440.2;1043250.55;2017-07-04T00:00:00
21706751;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;480606.0;Senováné námìstí;è.p.;869;28.0;;11000;742283.6;1043294.88;2017-07-04T00:00:00
21707090;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;476099.0;V cípu;è.p.;900;4.0;;11000;742464.36;1043472.22;2017-07-04T00:00:00
21707146;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;466115.0;Politickıch vìzòù;è.p.;909;2.0;;11000;742375.55;1043519.01;2017-07-04T00:00:00
21707430;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;463094.0;Olivova;è.p.;935;2.0;;11000;742260.75;1043620.57;2017-07-04T00:00:00
21707529;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;468177.0;Rùová;è.p.;940;4.0;;11000;742270.6;1043466.75;2017-07-04T00:00:00
21707634;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;474509.0;U pùjèovny;è.p.;952;2.0;;11000;742205.74;1043509.7;2017-07-04T00:00:00
21707669;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;449733.0;Jeruzalémská;è.p.;955;8.0;;11000;742088.87;1043459.63;2017-07-04T00:00:00
21708061;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;481068.0;Dládìná;è.p.;992;1.0;;11000;742079.79;1043249.17;2017-07-04T00:00:00
21708118;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;468801.0;Senováná;è.p.;995;2.0;;11000;742256.64;1043267.09;2017-07-04T00:00:00
21708134;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;448761.0;Hybernská;è.p.;997;2.0;;11000;742252.97;1043128.01;2017-07-04T00:00:00
21708347;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;447471.0;Havlíèkova;è.p.;1014;2.0;;11000;741998.78;1043125.42;2017-07-04T00:00:00
21708436;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;457418.0;Na Florenci;è.p.;1023;21.0;;11000;741721.28;1043015.0;2017-06-14T00:00:00
21708568;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;476072.0;V celnici;è.p.;1034;6.0;;11000;742121.66;1043026.51;2017-07-04T00:00:00
21708576;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;458902.0;Na Poøíèí;è.p.;1035;4.0;;11000;742178.17;1042966.31;2017-07-04T00:00:00
21708819;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;467600.0;Revoluèní;è.p.;1056;8.0;a;11000;742258.18;1042779.25;2017-06-14T00:00:00
21708886;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;443646.0;Biskupská;è.p.;1064;2.0;;11000;741786.43;1042838.64;2017-07-04T00:00:00
21708991;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;480029.0;Zlatnická;è.p.;1072;2.0;;11000;741973.53;1042855.84;2017-07-04T00:00:00
21709068;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;467570.0;námìstí Republiky;è.p.;1077;2.0;;11000;742238.14;1042964.2;2017-07-04T00:00:00
21709122;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;472417.0;Truhláøská;è.p.;1080;1.0;;11000;742269.42;1042854.2;2017-07-04T00:00:00
21709173;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;469840.0;Soukenická;è.p.;1084;2.0;;11000;742273.99;1042722.69;2017-07-04T00:00:00
21709301;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;464015.0;Petrské námìstí;è.p.;1097;7.0;;11000;742010.33;1042691.49;2017-07-04T00:00:00
21709688;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;464007.0;Petrská;è.p.;1131;2.0;;11000;741957.9;1042716.64;2017-07-04T00:00:00
21709785;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;443654.0;Biskupskı dvùr;è.p.;1141;9.0;;11000;741801.99;1042786.23;2017-07-04T00:00:00
21709955;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;467286.0;Pùtova;è.p.;1166;2.0;;11000;741716.52;1042635.21;2023-04-18T00:00:00
21710015;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;447676.0;Helmova;è.p.;1169;4.0;;11000;741760.22;1042653.96;2017-07-04T00:00:00
21710058;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;456471.0;Mlynáøská;è.p.;1171;2.0;;11000;741815.91;1042659.29;2017-07-04T00:00:00
21710104;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;468525.0;Samcova;è.p.;1177;1.0;;11000;741881.23;1042671.23;2017-07-04T00:00:00
21710147;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;454800.0;Lodecká;è.p.;1181;4.0;;11000;741910.76;1042648.16;2017-07-04T00:00:00
21710180;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;443247.0;Barvíøská;è.p.;1184;2.0;;11000;741938.8;1042635.25;2017-07-04T00:00:00
21710627;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;454818.0;Lodní mlıny;è.p.;1222;2.0;;11000;741870.78;1042534.39;2017-07-04T00:00:00
21710651;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;509221.0;Lannova;è.p.;1229;4.0;;11000;742035.28;1042531.06;2017-07-04T00:00:00
21710660;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;473979.0;U nemocenské pojišovny;è.p.;1229;4.0;;11000;742043.26;1042546.43;2017-07-04T00:00:00
21710767;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;462675.0;Novomlınská;è.p.;1236;4.0;;11000;742142.79;1042554.05;2017-07-04T00:00:00
21710805;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;462624.0;Nové mlıny;è.p.;1239;2.0;;11000;742220.29;1042556.6;2017-07-04T00:00:00
21712662;554782;Praha;500054;Praha 1;19;Praha 1;490148;Nové Mìsto;499439.0;Legerova;è.p.;1573;67.0;;11000;742323.79;1044221.74;2017-07-04T00:00:00
